mae,mape,rmse,r2,bias,held_out_angle,n
12.034365041015622,10.211436849752364,12.117127682173683,0.8039257585860802,12.034365041015622,30,25
12.034233697265627,11.513346010969459,12.116895873829176,0.8082342197503478,-12.034233697265627,60,25
11.713402478515626,12.747814243584655,11.838242968355662,0.8181317388616843,-11.713402478515626,90,25
9.68603802319336,9.684226707059327,11.919156480442252,0.776998057951032,9.582806333740235,120,25
6.801570999511719,6.142951763085667,7.072088107919435,0.9186068441964568,6.801570999511719,150,25
