model,protocol,mae,rmse,r2,mape_pct,n_train,n_test,seed
MLP,G,18.358903050516012,22.019977419814392,0.7137435988788783,20.602823530815513,379,95,5
MLP,G,24.400132836382085,30.701714592440236,0.5846734236160891,25.722747279738513,379,95,6
MLP,G,19.874953506507946,26.665080621843995,0.6705410253351856,20.4347483681794,379,95,7
MLP,G,20.346999588600827,25.219512362828723,0.7239593996619553,22.039786370796506,379,95,8
MLP,G,20.077818380287965,26.899623735325665,0.6873092350052761,21.285957898976985,379,95,9
MLP,G,17.447984985775747,21.862904139756804,0.7104389831354363,20.692810992566972,379,95,10
MLP,G,17.408452763399666,24.29543604678648,0.7167919548803716,19.079153219158272,379,95,11
MLP,G,19.994378111204657,24.826806030163283,0.6945242786101682,20.948852705699522,379,95,12
MLP,G,20.76604267560394,27.237568833492915,0.646086734534735,21.059976754823424,379,95,13
MLP,G,16.434442179727533,21.08067362574192,0.810796063635765,16.6508877626498,379,95,14
MLP,G,15.746756682119507,22.79704642845403,0.774889503404297,17.506985728066375,379,95,15
MLP,G,17.608297860683507,23.433658451628283,0.7503223600362418,20.348689089709875,379,95,16
MLP,G,15.591074038475982,20.0338019436436,0.8055778505270343,18.19496095335347,379,95,17
MLP,G,13.474939793456356,18.078702188547467,0.8187108879540332,16.54547855428489,379,95,18
MLP,G,15.818512104655866,20.967045718347112,0.7852379044474299,17.940491507853277,379,95,19
MLP,G,16.576511905763116,20.79874689973177,0.7607775158648544,18.26920924549989,379,95,20
MLP,G,20.123218459099437,26.477878655215804,0.7228821189196761,19.407525038743607,379,95,21
MLP,G,20.93665693907884,26.958245802443898,0.7089414457545655,21.96336985203552,379,95,22
MLP,G,19.56150976945627,24.113266861768516,0.4647626064805407,26.492115224727087,379,95,23
MLP,G,19.269014608197637,26.42987884838978,0.583089726805504,20.037002227115078,379,95,24
MLP,G,21.31156828990776,27.24171489599903,0.6663934369452991,21.21878719736304,379,95,25
MLP,G,18.95581906390951,25.278051786553014,0.6806464295568058,19.65793341655777,379,95,26
MLP,G,22.158630055460616,31.59701520037366,0.5524847403630944,18.59104911834139,379,95,27
MLP,G,19.10353952936069,24.05393350803952,0.7286150713297942,17.42981059218259,379,95,28
MLP,G,22.17293815305921,27.7312990749225,0.6046620168049026,25.16395137894809,379,95,29
MLP,G,20.71894931517705,23.965664308858955,0.7006744802743092,23.733280715010284,379,95,30
MLP,G,18.225546273292395,24.396081599376252,0.7187884905948019,20.317314564969667,379,95,31
MLP,G,15.630606691787229,19.936835333154765,0.7591835972952135,17.34757082571975,379,95,32
MLP,G,19.540850590887143,24.999548728111314,0.612617919621367,21.055166679515892,379,95,33
MLP,G,20.847176502817266,27.607791562149323,0.6601311188100532,20.704727664086473,379,95,34
MLP,G,18.184455884514982,23.58995684890403,0.7400333925737193,17.09446797937972,379,95,35
MLP,G,17.027770141841376,22.271878972952884,0.7781550577402342,15.960297861351268,379,95,36
MLP,G,23.036820370585577,30.305362011991328,0.59104050051841,21.358446229471284,379,95,37
MLP,G,20.533168546968703,29.443352178755944,0.6333506843282453,18.73589983724091,379,95,38
MLP,G,18.87553742722452,24.599384072582712,0.6861764699348365,18.369927743869667,379,95,39
MLP,G,26.78060478908231,32.88499669324346,0.4977165670064564,24.21041506957888,379,95,40
MLP,G,18.19898090395262,23.049108780531647,0.7790293941348257,16.927358491948414,379,95,41
MLP,G,22.671467085345075,28.251533416172943,0.45557125008879407,23.119721419810414,379,95,42
MLP,G,21.86040261030799,26.40930443408037,0.5281954992020673,21.57234122551963,379,95,43
MLP,G,15.18839489880722,20.252055210606354,0.7691151328520922,18.562880772918717,379,95,44
MLP,G,18.353656368171404,24.38732806584816,0.6790557334798082,17.151123402782446,379,95,45
MLP,G,17.711755971393742,23.81166605968064,0.6754843454616308,16.39962878154052,379,95,46
MLP,G,22.921975969867976,28.479318270972392,0.5270492070086972,20.803256026493827,379,95,47
MLP,G,21.07280711974722,26.559303681466996,0.608599230289727,18.840550449138924,379,95,48
MLP,G,15.493386415549773,20.642566339027898,0.809590853737632,15.778091479725346,379,95,49
MLP,G,14.822661072970284,20.858847888209084,0.7676699428359051,14.908099188193386,379,95,50
MLP,G,16.057829281131195,22.91907305735059,0.7594054782595678,14.215027672933859,379,95,51
MLP,G,16.497825050663568,22.35574199992476,0.7195995353304805,18.387519641299026,379,95,52
MLP,G,15.293830340392383,19.778708670708067,0.715355620682218,15.754535285791773,379,95,53
MLP,G,18.550125556847917,24.07049476356409,0.6122165906199708,18.129394777151038,379,95,54
MLP,G,19.447903992174158,26.15528562095614,0.632968119135108,18.047653595454868,379,95,55
MLP,G,21.906885843813974,29.0514271736824,0.5430914631549113,19.7253836502103,379,95,56
MLP,G,20.964981938181595,23.979345931697544,0.6224936353506274,23.465078679150448,379,95,57
MLP,G,23.077621375264762,27.49230783214561,0.5734480795071717,26.481887938632454,379,95,58
MLP,G,18.368279011488525,24.108385256005693,0.7405810883450464,16.980587027306846,379,95,59
MLP,G,20.296755559301314,27.36165298279425,0.6525663238269803,17.167987684443066,379,95,60
MLP,G,17.37044473119036,23.151419103208486,0.7358698735876361,15.633132539465326,379,95,61
MLP,G,16.078603457115836,20.98988762837205,0.7380661241550692,15.46813104469348,379,95,62
MLP,G,25.0342580042181,30.20253958327086,0.46756191375433265,23.52964168631248,379,95,63
MLP,G,21.790907756311274,31.114682944137403,0.5213299615491944,17.643910117979015,379,95,64
MLP,G,14.467733035601002,20.043832055387295,0.7690342388898145,15.53391116235601,379,95,65
MLP,G,14.456601582879964,19.341698230720727,0.7336725830094479,16.80624531568096,379,95,66
MLP,G,12.984579254961448,16.955693266044864,0.843986849615153,13.603168767506995,379,95,67
MLP,G,16.983629932322337,23.436953786739693,0.6238952777825832,18.103128435979848,379,95,68
MLP,G,24.73370880481565,32.108470661098764,0.4992707569685849,26.755201970659257,379,95,69
MLP,G,19.497983257273823,24.983142026186645,0.6863314644563752,20.236213536359003,379,95,70
MLP,G,18.290180452778202,23.07682211605728,0.6441023314369185,21.186502645845323,379,95,71
MLP,G,17.173681515061006,22.417083498715492,0.7530495982750046,16.353759369122812,379,95,72
MLP,G,22.42484044199532,29.730200183171377,0.6201641561325512,20.1710771509517,379,95,73
MLP,G,18.592338860745862,23.270300584508657,0.6861604928018309,19.53292715130544,379,95,74
MLP,G,22.68273136801632,29.60310607334648,0.6035152710142299,23.36921822067782,379,95,75
MLP,G,25.829432633232663,31.621235342596957,0.5590958258468566,24.326657996978053,379,95,76
MLP,G,26.73986856996672,34.18919814997221,0.08392465312096342,29.866615674553408,379,95,77
MLP,G,18.754345240131677,24.22293814719926,0.6434217314259367,18.00320941833081,379,95,78
MLP,G,14.377292755921719,20.133095967212544,0.7214679864927926,13.237265983086624,379,95,79
MLP,G,13.214880700556657,16.67622782578968,0.8419993430966813,11.562688356534926,379,95,80
MLP,G,21.12667425396634,28.470184503117448,0.5548456053185626,19.208207342588175,379,95,81
MLP,G,18.582575337698703,27.485370145031435,0.49589168592472377,16.60710736622463,379,95,82
MLP,G,13.93912938364285,18.071506947443453,0.6685346077758924,17.6875700269417,379,95,83
MLP,G,24.550381451722778,29.918757900792393,0.496586852164396,26.505069809320748,379,95,84
MLP,G,21.959018716747128,26.958283324562615,0.6400109796740563,22.544609459386947,379,95,85
MLP,G,20.83082598727921,27.609600533210212,0.6234045403864747,18.595797729144444,379,95,86
MLP,G,18.235346894043648,24.0227884684804,0.6659760477717541,16.3249143998344,379,95,87
MLP,G,20.327715801707548,27.0439071714558,0.5994773064023078,20.11174803426867,379,95,88
MLP,G,27.59366192512096,35.572985568245755,0.23923863772592813,24.907650383342407,379,95,89
MLP,G,27.878833028419155,33.32062309196131,0.33481560309474445,24.547635608824155,379,95,90
MLP,G,26.704935713694066,33.478264584541925,0.3880262077354437,23.231590538072986,379,95,91
MLP,G,18.575729319100105,25.352747358220146,0.5565778904865903,17.69259653085279,379,95,92
MLP,G,25.887942789931945,32.390910844460954,0.45454902508737016,22.679300494727308,379,95,93
MLP,G,21.52878575774935,27.31460259263588,0.6318491389514483,19.319073870985733,379,95,94
MLP,G,21.941511794979398,28.630382873117853,0.5343815684957667,19.042099240176384,379,95,95
MLP,G,19.534289122869353,25.81333024666046,0.6664029123990036,19.002444053886506,379,95,96
MLP,G,18.92146290952081,24.107501383952165,0.6225814288937735,15.533460397301782,379,95,97
MLP,G,17.67529755531597,21.474408455528632,0.6951115057645478,18.14576787536665,379,95,98
MLP,G,18.16090725850149,24.351957129779954,0.757905891247668,16.02576317499877,379,95,99
