n,mae,median_ae,mape_pct,signed_bias,rmse,r2,geometry_id
10,4.098872599902711,3.9553196758295908,11.084063126910678,-4.098872599902711,4.390728242707157,,EXT-G0001
6,8.290966113408407,7.970240914821623,18.87136123093898,-8.290966113408407,8.5054941309938,,EXT-G0002
10,3.9433411810818626,3.4892516355774923,7.424375219818479,-1.8751783939117885,4.526552519092398,,EXT-G0003
6,8.905772654215504,9.78062820434571,10.962395964052085,8.905772654215504,9.86367850566786,,EXT-G0004
6,2.893442799622946,3.456301924068576,2.610247227182669,2.6382804792658447,3.354273987654598,,EXT-G0005
6,6.6010848204294845,6.775985431671138,5.137503812598057,4.9840342998504665,7.202291253503741,,EXT-G0006
14,27.823932344394194,29.461459705711036,15.997458164281191,7.038657061604932,29.36094509163283,,EXT-G0007
6,25.763024300124695,26.114991008348113,15.03231119278535,-25.763024300124695,25.819809235657118,,EXT-G0008
