n,mae,median_ae,mape_pct,signed_bias,rmse,r2,ref
24,11.040831143598156,9.04665786425273,8.435614549154542,-2.3087342166982197,14.379489350403333,0.8106722607026511,Galogahi et al
20,4.021106890492287,3.5209522434078586,9.254219173364579,-2.9870254969072496,4.459157555492293,0.7011300970252967,Lashkaripour et al
6,8.290966113408407,7.970240914821623,18.87136123093898,-8.290966113408407,8.5054941309938,,Mazutis et al
14,27.823932344394194,29.461459705711036,15.997458164281191,7.038657061604932,29.36094509163283,0.26671852471344193,Roumpea et al
