mae,rmse,r2,mape_pct,n_train,n_test,fold
8.796859094827697,12.971100959881154,0.9130921687449371,8.843446741456843,379,95,0
10.401757357578528,14.853403048834336,0.8916506075032575,10.250937850380652,379,95,1
14.178942198765393,18.188961520008192,0.8105458550463456,14.303737508862858,380,94,2
8.628503406340005,13.870676109090113,0.8964907953112086,9.494971407762568,380,94,3
14.949609928512695,20.539282005525653,0.6472893062853391,17.5189030776863,378,96,4
