n,mae,median_ae,mape_pct,signed_bias,rmse,r2,stratum
52,11.783541003070864,7.664445535341905,11.901468534860825,1.392187191697489,16.288058731064428,0.9232659526029944,within_train_range
12,14.32823354987382,14.337860515423515,8.821279209984011,-11.562371910429425,18.410780849138106,0.6167738778736331,outside_train_range
