protocol,split_id,n_test,mae_xgb_um,mae_rf_um,delta_mae_um,mape_xgb_pct,mape_rf_pct,winner
G,12,95,10.953671784906289,9.9878186816473153,0.96585310325897389,10.347563807616812,9.432965782186427,RF
G,13,95,12.911501843385203,12.506081918426618,0.40541992495858459,12.516008782893689,11.66997370935723,RF
G,14,95,10.133772965602299,9.4898840695429616,0.64388889605933741,8.8154499412305007,8.1331197290654025,RF
G,15,95,9.0277286170378979,9.0610810295745914,-0.033352412536693521,8.9502515035856547,8.7486754012122585,XGB
G,16,95,8.7082743201044597,8.8620730615783003,-0.15379874147384065,8.7695564911366102,9.1255206108993931,XGB
G,17,95,8.5253997027189818,8.9346924096036524,-0.40929270688467057,8.7275878085818466,9.3502545914019866,XGB
G,18,95,9.2384530167060159,8.5010248374662112,0.73742817923980475,10.433035407335918,9.9161422518822668,RF
G,19,95,12.438506366352826,11.494639835473519,0.94386653087930661,12.823534077073761,11.492697049567518,RF
G,20,95,9.538940091677885,8.8795239597394904,0.65941613193839466,9.5681395955898818,9.0442338371199398,RF
G,21,95,13.352700483715402,11.829547181757473,1.5231533019579295,11.97611245339016,10.836047408433169,RF
G,22,95,12.522576131222497,11.622549317556391,0.9000268136661056,11.233732761973277,10.641718552694423,RF
G,23,95,9.9689671396277504,8.4301799678306697,1.5387871717970807,12.979903539127193,11.098190494159679,RF
G,24,95,10.217725627700297,9.6412353977290994,0.57649022997119737,11.06316273075401,10.488293785864201,RF
G,25,95,11.249406968638256,9.5288785931508908,1.7205283754873655,10.580851041338935,8.6434098221404128,RF
G,26,95,11.35834871339843,10.390140316492115,0.96820839690631466,10.815022769231195,9.9056361357997424,RF
G,27,95,13.662396221094822,13.384735308637104,0.2776609124577174,10.66863853698281,10.426656200729473,RF
G,28,95,13.197042135071406,12.318181756100918,0.8788603789704883,11.67939953542513,11.363269821123469,RF
G,29,95,13.151832879887301,12.261723883681693,0.89010899620560835,12.695987823644359,11.32430683962585,RF
G,30,95,11.269680463749133,11.22884286007063,0.040837603678502532,10.963313732023964,11.220477459561973,RF
